"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"QKI",0,0.773903065339165,0.503,0.133,0,"Macrophage"
"ITGAM",0,0.769679719835327,0.34,0.02,0,"Macrophage"
"RAP2B",0,0.766167492715635,0.418,0.103,0,"Macrophage"
"ABCA1",0,0.76478635469857,0.371,0.058,0,"Macrophage"
"TNFSF12-TNFSF13",0,0.764594609463786,0.506,0.08,0,"Macrophage"
"SLC1A3",0,0.760463794404123,0.336,0.019,0,"Macrophage"
"LGALS9",5.67731435285469E-307,0.817183928113689,0.509,0.171,1.38605952610594E-302,"Macrophage"
"IL18",6.51977088753067E-306,0.853013590425738,0.434,0.127,1.59173686448174E-301,"Macrophage"
"AKR1B1",1.19149975794266E-302,0.94996158458103,0.577,0.22,2.9089275090412E-298,"Macrophage"
"ATOX1",3.10061794734678E-301,1.29926473405224,0.74,0.424,7.56984865665243E-297,"Macrophage"
"CEBPB",7.21219118990408E-301,0.922802023169594,0.56,0.205,1.76078435710318E-296,"Macrophage"
"CD63",3.86188450975647E-300,1.02206385324111,0.95,0.716,9.42840484211945E-296,"Macrophage"
"FUCA1",1.07005338486523E-293,1.26642401934293,0.425,0.132,2.61242833380997E-289,"Macrophage"
"LITAF",1.58543120770541E-293,1.20142162766252,0.696,0.355,3.87067175049198E-289,"Macrophage"
"RNASEK-C17orf49",2.98246379899038E-292,1.03435217758382,0.917,0.757,7.28138711885512E-288,"Macrophage"
"BLVRB",3.69146076261751E-292,1.30413573516541,0.687,0.325,9.01233230585439E-288,"Macrophage"
"BRI3",2.08616074192787E-287,0.859828743260985,0.496,0.177,5.0931528353427E-283,"Macrophage"
"ANXA5",2.51716685880754E-285,1.01410905950073,0.804,0.456,6.14541116909272E-281,"Macrophage"
"SOD2",1.60907906591436E-277,1.66322553053659,0.706,0.376,3.92840563152332E-273,"Macrophage"
"SLC16A3",2.56608687907928E-274,0.942576500106363,0.542,0.21,6.26484450658414E-270,"Macrophage"
"LGALS1",3.77861803021562E-274,1.06202103214387,0.912,0.64,9.22511805896842E-270,"Macrophage"
"DNAJC25-GNG10",5.59869184465454E-272,0.794448407418281,0.709,0.369,1.36686462695396E-267,"Macrophage"
"C15orf48",3.14415223550323E-270,1.39989785359268,0.571,0.229,7.67613326775758E-266,"Macrophage"
"PYCARD",1.32469864557436E-267,0.964118134784464,0.732,0.377,3.23411927330524E-263,"Macrophage"
"GNG10",1.03468789901477E-263,0.760894687116922,0.696,0.361,2.52608703665465E-259,"Macrophage"
"RB1",2.15960491884507E-263,0.844584798842722,0.425,0.138,5.27245944886836E-259,"Macrophage"
"ARPC3",5.96738614463625E-262,0.863910166352807,0.906,0.724,1.4568776533515E-257,"Macrophage"
"LAMP1",1.59500645322856E-254,0.935229276314926,0.647,0.312,3.89404875491221E-250,"Macrophage"
"GSTO1",2.2806948793508E-248,1.08226337592863,0.744,0.45,5.56808847844705E-244,"Macrophage"
"FAM49B",2.56689003406849E-245,0.801084246347968,0.683,0.32,6.26680532917481E-241,"Macrophage"
"GRINA",6.12357776174211E-245,0.785163521626154,0.509,0.203,1.49501027475172E-240,"Macrophage"
"ATP5F1E",3.04294754371503E-243,0.762129000880257,0.978,0.904,7.42905213322588E-239,"Macrophage"
"EMP3",1.40030657930185E-242,1.1099538662753,0.817,0.479,3.41870848270755E-238,"Macrophage"
"HEXB",1.46516229909955E-241,1.03295840854841,0.622,0.314,3.57704723702164E-237,"Macrophage"
"H2AFY",5.17372377356961E-234,0.907108371052851,0.719,0.389,1.26311292207929E-229,"Macrophage"
"ATP6AP1",6.59683084971838E-234,0.82703915326691,0.546,0.242,1.61055028365024E-229,"Macrophage"
"AC120057.2",6.25200301559931E-233,0.910881714569822,0.899,0.688,1.52636401622841E-228,"Macrophage"
"LAMP2",1.32803084128715E-232,0.895846865190847,0.599,0.291,3.24225449591844E-228,"Macrophage"
"GNAI2",7.82743055623624E-232,0.790193953034926,0.657,0.31,1.91098889599951E-227,"Macrophage"
"CD81",5.04017164180752E-230,0.888761362916909,0.632,0.307,1.23050750463089E-225,"Macrophage"
"SNX2",1.01598240972204E-224,0.76960227358817,0.546,0.234,2.48041945509538E-220,"Macrophage"
"YBX1",1.20579836566817E-221,0.776464113776044,0.934,0.801,2.94383612994227E-217,"Macrophage"
"ATP6V0E1",3.70013806375136E-216,0.843457966906225,0.859,0.682,9.03351706884258E-212,"Macrophage"
"MARCKS",1.35069413001157E-215,0.918908238851305,0.631,0.313,3.29758464901025E-211,"Macrophage"
"SMIM30",1.58188491829971E-214,0.815186977554891,0.575,0.271,3.86201383953691E-210,"Macrophage"
"SELENOP",4.18536200100627E-213,2.80310501645811,0.528,0.262,1.02181427892567E-208,"Macrophage"
"RHOG",8.29475795507601E-213,0.78099000488607,0.623,0.298,2.02508220715226E-208,"Macrophage"
"ARPC5",9.08130382258199E-211,0.814495677242276,0.817,0.55,2.21710951524517E-206,"Macrophage"
"PRDX1",1.81536380326686E-205,1.11394181374944,0.853,0.667,4.43202918929571E-201,"Macrophage"
"FABP5",2.60937105966043E-205,1.31279113884186,0.623,0.32,6.37051850505498E-201,"Macrophage"
"CCL4L2",1.88596141908273E-202,0.924027913903763,0.292,0.078,4.60438620854857E-198,"Macrophage"
"CCL2",1.15703151450942E-198,2.14111767566507,0.341,0.109,2.8247767395233E-194,"Macrophage"
"HIF1A",7.14851259272017E-198,0.863384717033638,0.528,0.23,1.7452378643867E-193,"Macrophage"
"YWHAH",9.61088571378294E-195,1.07164631768494,0.607,0.324,2.34640163816297E-190,"Macrophage"
"RHOA",3.03514840442091E-194,0.758417297479498,0.856,0.657,7.41001131455321E-190,"Macrophage"
"CXCL2",1.96047686229886E-191,1.12552708305652,0.308,0.092,4.78630821161644E-187,"Macrophage"
"DBI",8.39881897632047E-187,0.833422911100363,0.835,0.605,2.05048766487888E-182,"Macrophage"
"MGAT1",2.64351049618353E-186,0.798018897999516,0.562,0.285,6.45386652538247E-182,"Macrophage"
"LAP3",3.66249954650495E-184,0.754360198218667,0.513,0.239,8.94162639283719E-180,"Macrophage"
"IER3",5.49758540623726E-184,0.927917398063526,0.568,0.268,1.34218050107876E-179,"Macrophage"
"ATP6AP2",2.80850945686647E-177,0.833768584421942,0.648,0.371,6.85669498799379E-173,"Macrophage"
"ZFAND5",9.56664283661521E-176,0.859145918474173,0.615,0.335,2.33560018213124E-171,"Macrophage"
"NAMPT",4.7785767850966E-174,0.881578301108817,0.544,0.261,1.16664173631349E-169,"Macrophage"
"TFRC",6.48337796457329E-166,0.815861496602618,0.384,0.15,1.58285189627092E-161,"Macrophage"
"NUPR1",1.74370609141035E-152,1.73848260049804,0.489,0.233,4.25708405156922E-148,"Macrophage"
"AKR1A1",8.92455419624511E-145,0.751908053739278,0.619,0.386,2.17884066147128E-140,"Macrophage"
"CXCL3",7.44124585807199E-132,1.4324568596923,0.304,0.116,1.8167057637897E-127,"Macrophage"
"GCHFR",2.13624746623359E-125,1.03128688933718,0.385,0.177,5.21543456406269E-121,"Macrophage"
"PDK4",2.19596431361147E-124,0.938986004828685,0.32,0.126,5.36122727525104E-120,"Macrophage"
"RNASEK",2.62914775721898E-103,0.753064459702137,0.722,0.495,6.41880133447443E-99,"Macrophage"
"MT2A",5.6220940326116E-47,0.80868963268599,0.673,0.515,1.3725780371218E-42,"Macrophage"
"MT1X",9.59958598001627E-30,1.06018706889417,0.419,0.299,2.34364292116117E-25,"Macrophage"
"KLF1",8.60911378909078E-74,0.796675412878239,0.25,0.001,2.10182904046862E-69,"MEP"
"PRSS57",3.25675800951625E-38,1.30185673342783,0.25,0.001,7.95104900443297E-34,"MEP"
"FAM53A",4.65015568352825E-21,1.69840686898477,0.25,0.003,1.13528900857659E-16,"MEP"
"HBD",2.182159515123E-14,2.46721208609506,0.25,0.004,5.3275242402213E-10,"MEP"
"AP000919.1",3.80281856904139E-11,1.68979634389032,0.25,0.006,9.28420125445765E-07,"MEP"
"ZNF138",6.51182996158918E-06,1.65995045840279,0.5,0.044,0.158979816682238,"MEP"
"RFX1",2.27765149529282E-05,1.65120123828696,0.5,0.049,0.556065836060789,"MEP"
"OR7E14P",5.07795118357451E-05,1.68691896401186,0.25,0.014,1,"MEP"
"MYB",5.27219013551666E-05,1.78794101117132,0.5,0.055,1,"MEP"
"YEATS4",5.47894735690763E-05,2.30440343284123,0.75,0.135,1,"MEP"
"LY6G6D",6.89073878543609E-05,1.11926756753475,0.25,0.015,1,"MEP"
"ASCL2",0.000112342120552,3.14948609963355,0.5,0.063,1,"MEP"
"ZNF142",0.000165533488214,1.67385989347299,0.25,0.016,1,"MEP"
"CYTL1",0.000200332422595,0.827801305702276,0.25,0.016,1,"MEP"
"PIM1",0.000230966594967,2.23913708760108,0.75,0.166,1,"MEP"
"FCER1A",0.000244352713403,1.07360643768787,0.25,0.017,1,"MEP"
"TMEM209",0.000324672453563,1.62026912292653,0.5,0.065,1,"MEP"
"WDR75",0.000555315406576,1.61701761980103,0.5,0.07,1,"MEP"
"KIF16B",0.000710778160105,2.36561329285318,0.5,0.08,1,"MEP"
"C6orf106",0.000766199597676,1.69809882634351,0.5,0.073,1,"MEP"
"TFDP2",0.00079353854713,2.14138885214113,0.75,0.171,1,"MEP"
"PSMA5",0.000947730694787,2.08112471129395,1,0.362,1,"MEP"
"METTL14",0.001023520892436,1.58388864983905,0.5,0.075,1,"MEP"
"CDC5L",0.001206511163772,2.10714183233552,0.75,0.181,1,"MEP"
"RCC1",0.00121616175042,1.69871968459535,0.5,0.078,1,"MEP"
"SLC16A2",0.001233636879056,1.65818042393311,0.25,0.021,1,"MEP"
"TDO2",0.001259995046402,1.70911214358212,0.25,0.021,1,"MEP"
"MICAL2",0.001260950300459,1.59283882477365,0.5,0.078,1,"MEP"
"RPS11",0.00135937031087,1.24731626008,1,0.973,1,"MEP"
"UBE2C",0.001429756803199,2.07416836116756,0.5,0.086,1,"MEP"
"RAD51B",0.001559944902872,1.65336133185379,0.25,0.022,1,"MEP"
"PCCB",0.001742631312523,1.61910115199499,0.5,0.082,1,"MEP"
"RPL26P30",0.001779240409063,1.12340851348738,0.25,0.023,1,"MEP"
"MAFF",0.002177041683854,1.69681405978405,0.5,0.091,1,"MEP"
"EEF1B2",0.002184403117232,1.4271173314394,1,0.857,1,"MEP"
"RPL12",0.002224243409684,1.20660590633211,1,0.986,1,"MEP"
"TPM3",0.002369122387251,1.47385390999855,1,0.553,1,"MEP"
"MEST",0.002599785484753,1.7444872509679,0.5,0.093,1,"MEP"
"MOGS",0.002798103181827,1.5952107444939,0.5,0.088,1,"MEP"
"RPS18",0.002903944527798,1.10416172664718,1,0.995,1,"MEP"
"CYP2B6",0.002920613712155,1.66530396217548,0.25,0.025,1,"MEP"
"ELAC2",0.003185192734347,1.57828456502645,0.5,0.09,1,"MEP"
"GATA2",0.003334626049946,1.16657644278608,0.25,0.025,1,"MEP"
"FAM86C1",0.003890294689921,1.66633666449993,0.25,0.026,1,"MEP"
"PTPN13",0.00402414687747,1.72732659080794,0.25,0.026,1,"MEP"
"RPS17",0.004031167381485,1.15968002745811,1,0.983,1,"MEP"
"ATP2A3",0.00410823602316,1.5262522705954,0.5,0.093,1,"MEP"
"SFXN4",0.004168151610775,1.6346890933995,0.5,0.1,1,"MEP"
"MGST1",0.004192019818745,2.74781786802407,0.75,0.229,1,"MEP"
"RPS7",0.004195981267029,1.07939278813172,1,0.974,1,"MEP"
"TSPAN6",0.004571326781988,3.44926077360315,0.5,0.11,1,"MEP"
"RPL29",0.004760051713678,1.07738862120875,1,0.976,1,"MEP"
"SAMD13",0.004980702571891,1.66268323327228,0.25,0.027,1,"MEP"
"HSP90AB1",0.005317217520326,1.55180932152743,1,0.733,1,"MEP"
"ASNA1",0.005324946446172,1.97506643382921,0.75,0.274,1,"MEP"
"OXNAD1",0.005818482257846,1.38707632502567,0.5,0.097,1,"MEP"
"RPL32",0.005956996914354,0.893557925582591,1,0.992,1,"MEP"
"SLC25A5",0.006209469438122,1.15484083128805,1,0.589,1,"MEP"
"KRT18",0.006435419492178,1.22945059932112,1,0.369,1,"MEP"
"RPL8",0.006576962446402,0.941496431394076,1,0.984,1,"MEP"
"HINT1",0.006979544951724,1.45504842204787,1,0.807,1,"MEP"
"CENPW",0.007455753832784,2.12562390504835,0.5,0.121,1,"MEP"
"SLC39A8",0.007732957379741,1.65622068753903,0.5,0.11,1,"MEP"
"RPLP0",0.007738829827647,1.12157783337841,1,0.943,1,"MEP"
"RPS15",0.008418330371133,1.02030122973844,1,0.993,1,"MEP"
"S100A9",0,4.66460150963006,0.694,0.092,0,"Monocyte"
"S100A8",0,4.39715103329578,0.535,0.043,0,"Monocyte"
"LYZ",0,3.74625440334737,0.953,0.235,0,"Monocyte"
"TYROBP",0,3.28812272693268,0.981,0.146,0,"Monocyte"
"AIF1",0,3.26094181381541,0.947,0.092,0,"Monocyte"
"IFI30",0,3.19259003840936,0.93,0.216,0,"Monocyte"
"IL1B",0,3.16022496573938,0.505,0.029,0,"Monocyte"
"HLA-DRA",0,3.01731630450306,0.986,0.395,0,"Monocyte"
"LST1",0,2.99419082125137,0.896,0.093,0,"Monocyte"
"FCER1G",0,2.96177790386209,0.957,0.134,0,"Monocyte"
"HLA-DPB1",0,2.88603287338056,0.912,0.344,0,"Monocyte"
"HLA-DPA1",0,2.86552357586567,0.885,0.343,0,"Monocyte"
"HLA-DRB1",0,2.82044932044893,0.901,0.306,0,"Monocyte"
"FCN1",0,2.5890819156828,0.545,0.05,0,"Monocyte"
"MS4A6A",0,2.50942756800315,0.749,0.062,0,"Monocyte"
"AC007192.1",0,2.46485753230788,0.787,0.23,0,"Monocyte"
"CD74",0,2.36173505283525,0.972,0.646,0,"Monocyte"
"CST3",0,2.3140012899413,0.966,0.571,0,"Monocyte"
"C1QA",0,2.24916242109251,0.443,0.103,0,"Monocyte"
"CD14",0,2.24873291317083,0.648,0.09,0,"Monocyte"
"HLA-DQA1",0,2.24738767754848,0.716,0.164,0,"Monocyte"
"CXCL8",0,2.22091023023747,0.479,0.125,0,"Monocyte"
"TYMP",0,2.20175013448121,0.895,0.369,0,"Monocyte"
"GPX1",0,2.19294211535449,0.952,0.591,0,"Monocyte"
"HLA-DQB1",0,2.14494779234178,0.77,0.206,0,"Monocyte"
"SRGN",0,2.13698455322833,0.985,0.521,0,"Monocyte"
"S100A12",0,2.1281269790092,0.273,0.003,0,"Monocyte"
"SAT1",0,2.11993581633396,0.983,0.666,0,"Monocyte"
"CTSS",0,2.11933879632781,0.872,0.344,0,"Monocyte"
"NAMPT",0,2.11285834938129,0.697,0.255,0,"Monocyte"
"C1orf162",0,2.08724486994708,0.767,0.088,0,"Monocyte"
"MNDA",0,2.0429761984431,0.668,0.044,0,"Monocyte"
"SPI1",0,1.97305100782932,0.748,0.079,0,"Monocyte"
"SERPINA1",0,1.97094179912445,0.636,0.086,0,"Monocyte"
"C1QC",0,1.94805102985408,0.34,0.068,0,"Monocyte"
"BCL2A1",0,1.92080316380478,0.536,0.083,0,"Monocyte"
"CSTA",0,1.91221957784698,0.615,0.058,0,"Monocyte"
"FGL2",0,1.90815072879016,0.7,0.089,0,"Monocyte"
"FTL",0,1.85798804047518,0.999,0.976,0,"Monocyte"
"HLA-DMA",0,1.84891687197042,0.793,0.23,0,"Monocyte"
"FTH1",0,1.82311200356931,1,0.984,0,"Monocyte"
"CPVL",0,1.81809721296991,0.552,0.066,0,"Monocyte"
"NPC2",0,1.79685739916217,0.935,0.543,0,"Monocyte"
"EREG",0,1.79181988480131,0.276,0.026,0,"Monocyte"
"RNASE6",0,1.73824158321545,0.637,0.083,0,"Monocyte"
"CLEC10A",0,1.7264871526851,0.405,0.017,0,"Monocyte"
"PSAP",0,1.72089346507422,0.939,0.569,0,"Monocyte"
"CYBB",0,1.71103363018766,0.637,0.064,0,"Monocyte"
"CD68",0,1.66763458700853,0.718,0.161,0,"Monocyte"
"VCAN",0,1.65651608740091,0.466,0.13,0,"Monocyte"
"GLUL",0,1.62399232527136,0.748,0.309,0,"Monocyte"
"PLAUR",0,1.6131365364076,0.553,0.168,0,"Monocyte"
"ITGB2",0,1.60249315441721,0.739,0.191,0,"Monocyte"
"COTL1",0,1.58105598904258,0.778,0.297,0,"Monocyte"
"MS4A7",0,1.57605844864224,0.569,0.057,0,"Monocyte"
"FCGR3A",0,1.54014885606603,0.419,0.044,0,"Monocyte"
"MAFB",0,1.53304439933664,0.558,0.099,0,"Monocyte"
"CALHM6",0,1.53084032617006,0.546,0.047,0,"Monocyte"
"IER3",0,1.5298023552018,0.661,0.265,0,"Monocyte"
"HLA-DMB",0,1.51883966517238,0.641,0.123,0,"Monocyte"
"FCGR2A",0,1.49755307227279,0.561,0.061,0,"Monocyte"
"IGSF6",0,1.49682187598147,0.544,0.037,0,"Monocyte"
"AP1S2",0,1.49220778108783,0.668,0.21,0,"Monocyte"
"GRN",0,1.48622699624352,0.806,0.41,0,"Monocyte"
"FPR1",0,1.47954470555324,0.465,0.019,0,"Monocyte"
"RGS2",0,1.44390534173023,0.697,0.233,0,"Monocyte"
"TNFSF13B",0,1.44332242960169,0.582,0.089,0,"Monocyte"
"CFP",0,1.42599297451183,0.43,0.014,0,"Monocyte"
"JAML",0,1.41071131808668,0.569,0.081,0,"Monocyte"
"GABARAP",0,1.39939520337556,0.972,0.751,0,"Monocyte"
"CTSB",0,1.38579510074248,0.843,0.46,0,"Monocyte"
"CLEC7A",0,1.37219310991461,0.556,0.039,0,"Monocyte"
"VAMP8",0,1.36396758738296,0.849,0.468,0,"Monocyte"
"KCTD12",0,1.32226110418376,0.603,0.127,0,"Monocyte"
"NCF2",0,1.31983655099606,0.524,0.039,0,"Monocyte"
"HBEGF",0,1.30301978531657,0.336,0.072,0,"Monocyte"
"CTSH",0,1.29821129682118,0.659,0.274,0,"Monocyte"
"CYBA",0,1.283723578659,0.98,0.819,0,"Monocyte"
"LGALS2",0,1.28212696002476,0.454,0.097,0,"Monocyte"
"MPEG1",0,1.26657528606963,0.486,0.032,0,"Monocyte"
"HCK",0,1.26408472696903,0.508,0.033,0,"Monocyte"
"SLC11A1",0,1.23409585139016,0.346,0.035,0,"Monocyte"
"C5AR1",0,1.22507689348211,0.364,0.029,0,"Monocyte"
"GPR183",0,1.22395864336381,0.588,0.171,0,"Monocyte"
"NLRP3",0,1.21587948170346,0.318,0.014,0,"Monocyte"
"CSF1R",0,1.21078295994762,0.475,0.035,0,"Monocyte"
"MCL1",0,1.20583524148102,0.839,0.49,0,"Monocyte"
"RNF130",0,1.20045705632268,0.614,0.181,0,"Monocyte"
"VSIG4",0,1.1981161922874,0.335,0.028,0,"Monocyte"
"LY96",0,1.19429940928358,0.606,0.192,0,"Monocyte"
"ACTB",0,1.18666909466881,0.999,0.96,0,"Monocyte"
"PYCARD",0,1.17911663790977,0.755,0.376,0,"Monocyte"
"LCP1",0,1.16719213160256,0.717,0.191,0,"Monocyte"
"FAM49B",0,1.15139813241194,0.718,0.319,0,"Monocyte"
"PLEK",0,1.14424950058938,0.442,0.069,0,"Monocyte"
"CLEC4E",0,1.14188044277916,0.333,0.014,0,"Monocyte"
"CTSZ",0,1.12865031359915,0.657,0.291,0,"Monocyte"
"TGFBI",0,1.12080542410418,0.629,0.19,0,"Monocyte"
"AP2S1",0,1.11873690384595,0.838,0.485,0,"Monocyte"
"OLR1",0,1.11717851651062,0.264,0.018,0,"Monocyte"
"SGK1",0,1.11429021009448,0.444,0.128,0,"Monocyte"
"S100A11",0,1.09720146975853,0.969,0.73,0,"Monocyte"
"GCA",0,1.09418512272645,0.498,0.142,0,"Monocyte"
"LAPTM5",0,1.09078166034998,0.88,0.361,0,"Monocyte"
"OAZ1",0,1.0850906506115,0.987,0.882,0,"Monocyte"
"FPR3",0,1.08130913984097,0.403,0.035,0,"Monocyte"
"RAB31",0,1.08022728254939,0.574,0.132,0,"Monocyte"
"IFNGR1",0,1.07674916440236,0.598,0.224,0,"Monocyte"
"CLEC4A",0,1.07442138996661,0.406,0.026,0,"Monocyte"
"SNX10",0,1.07286010715409,0.487,0.09,0,"Monocyte"
"FGR",0,1.06982480917379,0.411,0.025,0,"Monocyte"
"HCST",0,1.06480760995723,0.785,0.292,0,"Monocyte"
"VSIR",0,1.06379409314637,0.614,0.253,0,"Monocyte"
"PPT1",0,1.05221887489044,0.59,0.229,0,"Monocyte"
"RHOG",0,1.04364583994387,0.674,0.296,0,"Monocyte"
"ZEB2",0,1.0249240436779,0.566,0.162,0,"Monocyte"
"SAMHD1",0,1.02411045805333,0.575,0.169,0,"Monocyte"
"CD86",0,1.00870722415287,0.453,0.048,0,"Monocyte"
"PTPRE",0,0.993028932281802,0.495,0.129,0,"Monocyte"
"LY86",0,0.992046212413238,0.485,0.066,0,"Monocyte"
"CD163",0,0.973037974993544,0.342,0.032,0,"Monocyte"
"ATP6V1B2",0,0.953905639014739,0.482,0.15,0,"Monocyte"
"PILRA",0,0.952630981310775,0.373,0.03,0,"Monocyte"
"SLC7A7",0,0.952325724196821,0.403,0.089,0,"Monocyte"
"CD302",0,0.9507736213452,0.472,0.107,0,"Monocyte"
"C3AR1",0,0.946514558861439,0.38,0.043,0,"Monocyte"
"ARRB2",0,0.94638015032966,0.526,0.126,0,"Monocyte"
"PHACTR1",0,0.946090604574683,0.401,0.099,0,"Monocyte"
"FCGR1A",0,0.933043296420846,0.324,0.024,0,"Monocyte"
"GLIPR1",0,0.931784380359907,0.602,0.21,0,"Monocyte"
"ADA2",0,0.931727745527911,0.435,0.083,0,"Monocyte"
"LILRB2",0,0.923132144508715,0.341,0.017,0,"Monocyte"
"FCGR2B",0,0.885116604901727,0.308,0.052,0,"Monocyte"
"MS4A4A",0,0.876211166685411,0.341,0.044,0,"Monocyte"
"LYN",0,0.866271906793988,0.415,0.115,0,"Monocyte"
"NAPSB",0,0.858206384029179,0.276,0.051,0,"Monocyte"
"H3F3A",0,0.85274310806186,0.989,0.921,0,"Monocyte"
"MRC1",0,0.851869966744016,0.292,0.036,0,"Monocyte"
"CLEC12A",0,0.824286767856061,0.276,0.013,0,"Monocyte"
"TLR2",0,0.821802580855015,0.305,0.018,0,"Monocyte"
"LCP2",0,0.815747937302958,0.422,0.107,0,"Monocyte"
"CD300A",0,0.812678487411903,0.355,0.04,0,"Monocyte"
"PLA2G7",0,0.808254959326346,0.266,0.033,0,"Monocyte"
"CD4",0,0.797914037420852,0.441,0.079,0,"Monocyte"
"DSE",0,0.794752462696181,0.361,0.076,0,"Monocyte"
"MARCH1",0,0.794345463753651,0.472,0.072,0,"Monocyte"
"SLC31A2",0,0.794167325402786,0.366,0.053,0,"Monocyte"
"LILRB4",0,0.793661513686671,0.35,0.035,0,"Monocyte"
"THEMIS2",0,0.781237467692732,0.401,0.087,0,"Monocyte"
"RNF144B",0,0.766771432806465,0.29,0.028,0,"Monocyte"
"TBXAS1",0,0.758038083543354,0.376,0.079,0,"Monocyte"
"FAM49A",0,0.752416254667701,0.325,0.054,0,"Monocyte"
"TMSB10",1.87091534784319E-307,0.819041778918712,0.999,0.984,4.56765273022436E-303,"Monocyte"
"ARPC3",9.84997981163098E-299,0.956099492442358,0.906,0.724,2.40477407121159E-294,"Monocyte"
"C1QB",2.54530739982377E-297,2.08934349396298,0.378,0.101,6.21411348592975E-293,"Monocyte"
"S100A4",2.3443997238828E-296,1.25052826868446,0.941,0.651,5.72361748588746E-292,"Monocyte"
"SH3BGRL3",7.15000102414593E-296,1.00624832549123,0.961,0.77,1.74560125003499E-291,"Monocyte"
"FCGRT",1.21903997560037E-292,1.06664283441303,0.752,0.39,2.97616419643075E-288,"Monocyte"
"RGS10",5.37807453877674E-288,1.06199464490025,0.7,0.334,1.31300311789695E-283,"Monocyte"
"CD83",3.62951618869222E-287,0.786387810114014,0.326,0.075,8.86110082307318E-283,"Monocyte"
"ATP5F1E",2.86642198083935E-286,0.834281369791275,0.986,0.903,6.9980826240212E-282,"Monocyte"
"ETS2",4.78458848621923E-284,0.998410054894463,0.555,0.213,1.16810943302556E-279,"Monocyte"
"TNFAIP3",4.77168478914925E-282,1.13251160168041,0.608,0.234,1.1649591244229E-277,"Monocyte"
"LITAF",2.84264858974327E-273,1.34289883985981,0.692,0.356,6.94004226699921E-269,"Monocyte"
"FOS",3.08309291770521E-273,1.12199570353487,0.941,0.695,7.52706304928551E-269,"Monocyte"
"AC120057.2",3.16475477839686E-273,1.10283667021282,0.899,0.688,7.72643231597811E-269,"Monocyte"
"CEBPB",1.87605572919779E-272,1.22240392965635,0.529,0.206,4.58020245726348E-268,"Monocyte"
"CASP1",3.19123524365837E-269,0.824574249863211,0.501,0.175,7.79108172386754E-265,"Monocyte"
"H2AFY",5.66354063381202E-269,1.00095138180027,0.724,0.389,1.38269681033887E-264,"Monocyte"
"SOD2",2.68608039374015E-267,1.79565618563576,0.716,0.376,6.55779667327719E-263,"Monocyte"
"CXCL16",1.40044178786035E-266,0.799491740782376,0.428,0.136,3.41903858088226E-262,"Monocyte"
"DUSP1",1.1010423518136E-261,1.13765079957327,0.89,0.576,2.68808479771773E-257,"Monocyte"
"SAMSN1",3.99662527944389E-259,0.837636328841833,0.507,0.17,9.75736095723432E-255,"Monocyte"
"RNASEK-C17orf49",2.99635467404142E-256,0.958852541803099,0.927,0.757,7.31530030120473E-252,"Monocyte"
"RNASET2",5.42950107445773E-255,1.08633533465345,0.716,0.407,1.32555839231811E-250,"Monocyte"
"CNPY3",1.24159478819546E-250,0.875383591127218,0.557,0.233,3.0312295159004E-246,"Monocyte"
"MAP3K8",4.27712522956438E-249,0.832745450564203,0.359,0.103,1.04421735354585E-244,"Monocyte"
"STXBP2",4.7084322399718E-249,1.24004945865143,0.501,0.196,1.14951664706671E-244,"Monocyte"
"AREG",2.10682545431639E-247,2.06815094490629,0.437,0.156,5.14360366416805E-243,"Monocyte"
"MXD1",5.0498701834997E-247,0.817741966739214,0.305,0.079,1.23287530659962E-242,"Monocyte"
"ATP6V0C",3.56244773565418E-246,0.794138261845908,0.826,0.546,8.69735990182611E-242,"Monocyte"
"GMFG",1.38303591521132E-244,0.801777265542396,0.79,0.391,3.37654388339692E-240,"Monocyte"
"AC093525.2",8.3965655049533E-242,0.788676222153839,0.822,0.545,2.0499375023793E-237,"Monocyte"
"CARD16",6.53227784557914E-237,0.849673313301553,0.611,0.262,1.59479031321969E-232,"Monocyte"
"GPSM3",3.84155023109775E-236,0.750495782200086,0.648,0.275,9.37876073420204E-232,"Monocyte"
"ARPC1B",7.00166914907955E-236,0.9344520940254,0.84,0.603,1.70938750605628E-231,"Monocyte"
"IFNGR2",8.43749825804698E-235,0.88307993487064,0.546,0.24,2.05993082471959E-230,"Monocyte"
"ARPC5",9.86567999030185E-235,0.908034323614965,0.825,0.55,2.40860711283229E-230,"Monocyte"
"TPP1",1.87598936174812E-232,0.807923323766019,0.553,0.236,4.58004042777185E-228,"Monocyte"
"SMCO4",7.76809963803429E-230,0.853568667867585,0.457,0.175,1.89650384562969E-225,"Monocyte"
"CXCL2",1.61978461816686E-229,1.55750894792292,0.324,0.092,3.95454216679258E-225,"Monocyte"
"UPP1",4.82950534364203E-228,0.990631276205791,0.455,0.168,1.17907543459677E-223,"Monocyte"
"GNAI2",1.27827108399996E-226,0.827614178210807,0.642,0.311,3.1207710244775E-222,"Monocyte"
"NUP214",5.93553607531207E-224,0.750398683911658,0.314,0.089,1.44910177742669E-219,"Monocyte"
"CCL3",4.42149846230577E-218,1.75915160336926,0.352,0.106,1.07946463458733E-213,"Monocyte"
"SLC16A3",8.23915298021945E-218,0.91871810660965,0.505,0.212,2.01150680859078E-213,"Monocyte"
"ATP6V0B",5.5840981163578E-217,0.875128623750683,0.758,0.464,1.36330171412759E-212,"Monocyte"
